Id-Player,Liga,Vereinsname
1295176,Senioren 50+/7,FC Wädenswil (11051)
515933,"Senioren 30+ Promotion, Senioren 40+",FC Gossau (11076)
636321,"4. Liga, 5. Liga",FC Hausen a/A (11080)
941256,Senioren 50+/7,FC Effretikon (11502)
1148936,Junioren C 2. Stärkeklasse,FC Buttikon (11707)
522790,Junioren C 1. Stärkeklasse,FC Stäfa 1895 (11047)
755877,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",Centro Lusitano Zurich (11523)
142830,"4. Liga, Junioren B Promotion",FC Richterswil (11041)
36414,Senioren 30+,FC Albania (11545)
200998,Juniorinnen B,FC Neftenbach (11062)
54413,Junioren B Promotion,FC Richterswil (11041)
521829,"2. Liga, 4. Liga",FC Einsiedeln (11712)
1182000,Senioren 30+,FC Bauma (11003)
370801,Junioren C 1. Stärkeklasse,FC Greifensee (11056)
1182379,"2. Liga, Youth League A",FC Regensdorf (11040)
1012145,"Senioren 40+ Promotion, Senioren 50+/11",FC Industrie Turicum (11552)
64553,3. Liga,FC Ramsen (11038)
1185404,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Wädenswil (11051)
1186102,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Embrach (11266)
1061187,Junioren C 2. Stärkeklasse,FC Uitikon (11059)
908329,Senioren 30+,FC Altstetten (11469)
371568,"Youth League B, Youth League C",FC Phönix Seen (11258)
624462,Junioren C 1. Stärkeklasse,FC Unterstrass (11492)
64618,4. Liga,FC Kempttal (11026)
705100,Senioren 50+/7,FC Bassersdorf (11070)
527709,Junioren B 2. Stärkeklasse,FC Gossau (11076)
1372747,"5. Liga, Junioren A",FC Witikon (11496)
924393,"Junioren C 2. Stärkeklasse, Junioren C Promotion",FC Wiedikon ZH (11494)
527551,Junioren C 2. Stärkeklasse,FC Pfäffikon (11037)
87227,"3. Liga, 4. Liga",FC Oerlikon/Polizei ZH (11544)
1115871,Juniorinnen C,FC Urdorf (11069)
406482,4. Liga,FC Oetwil-Geroldswil (11079)
484381,Junioren C 1. Stärkeklasse,FC Wollishofen (11497)
833132,Senioren 40+ Meister,FC Witikon (11496)
624001,Senioren 30+ Promotion,SC Veltheim (11262)
1147971,"Senioren 40+ Promotion, Senioren 50+/7",FC Affoltern a/A (11002)
1187094,Junioren C 2. Stärkeklasse,FC Rüti (11044)
935569,4. Liga,FC Kilchberg-Rüschlikon (11027)
403077,3. Liga,FC Altstetten (11469)
1065461,Frauen 4. Liga,FC Wallisellen (11053)
1190026,Junioren A Promotion,FC Volketswil (11075)
624132,Junioren C 2. Stärkeklasse,FC Wollishofen (11497)
793435,Junioren C 1. Stärkeklasse,SC Siebnen (11746)
622142,Frauen 4. Liga,FC Regensdorf (11040)
923995,Junioren C 2. Stärkeklasse,FC Mönchaltorf (11035)
619464,Senioren 30+,FC Ellikon Marthalen (11014)
415319,Junioren B 1. Stärkeklasse,FC Wollishofen (11497)
619350,"4. Liga, Junioren A Promotion",SV Rümlang (11043)
113432,Junioren C 2. Stärkeklasse,FC Wädenswil (11051)
1189198,3. Liga,FC Affoltern a/A (11002)
711261,Junioren C Promotion,FC Niederweningen (11068)
619251,Junioren C Promotion,SC Zollikon (11066)
449861,"3. Liga, Junioren A Promotion",FC Räterschen (11039)
359688,Senioren 30+,FC Altstetten (11469)
617782,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Wülflingen (11264)
193908,Junioren C Promotion,FC Stäfa 1895 (11047)
194057,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",FC Bassersdorf (11070)
533497,"4. Liga, 5. Liga",FC Fällanden (11017)
351530,"2. Liga, 4. Liga",FC Adliswil (11001)
415227,Junioren B 2. Stärkeklasse,FC Gossau (11076)
1194271,Juniorinnen C,FC Küsnacht (11030)
1370236,"3. Liga, 5. Liga",FC Witikon (11496)
1084996,Junioren A,FC Oetwil-Geroldswil (11079)
711701,Senioren 30+,FC Diessenhofen (11809)
709328,Junioren B Promotion,Sporting Club Schaffhausen (11114)
194790,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Wülflingen (11264)
374263,5. Liga,FC Engstringen (11015)
270142,Junioren B 1. Stärkeklasse,FC Egg (11012)
1197384,Senioren 30+ Promotion,FC Schlieren (11045)
534138,"4. Liga, Junioren B 1. Stärkeklasse, Youth League A",FC Wallisellen (11053)
715725,Junioren C 2. Stärkeklasse,FC Zürich-Affoltern (11467)
610404,"2. Liga, 4. Liga",FC Glattbrugg (11021)
1369167,"5. Liga, Junioren A",FC Witikon (11496)
606261,Junioren C 1. Stärkeklasse,FC Phönix Seen (11258)
92537,Frauen 4. Liga,FC Hinwil (11023)
1202899,"Frauen 1. Liga, Frauen 4. Liga, Juniorinnen B",FC Männedorf (11033)
958221,Junioren C 2. Stärkeklasse,FC Oberrieden (11078)
191187,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Einsiedeln (11712)
56944,Junioren C 2. Stärkeklasse,FC Wülflingen (11264)
887644,"Senioren 40+, Senioren 50+/7",FC Greifensee (11056)
1200031,Junioren C 1. Stärkeklasse,FC Ellikon Marthalen (11014)
601427,3. Liga,FC Schwamendingen (11487)
767922,"3. Liga, Junioren B 1. Stärkeklasse",FC Volketswil (11075)
712970,3. Liga,FC Kloten (11028)
1200255,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",SC Wipkingen ZH (11495)
1202256,Junioren C 2. Stärkeklasse,FC Oberrieden (11078)
476659,Junioren B Promotion,SC Veltheim (11262)
188426,Senioren 40+ (7/7),FC Zürich-Affoltern (11467)
829062,Juniorinnen C,FC Embrach (11266)
910045,5. Liga,FC Pfäffikon (11037)
132361,Junioren B 1. Stärkeklasse,SV Seebach ZH (11488)
600418,Juniorinnen B,FC Schwerzenbach (11077)
317139,4. Liga,SC Veltheim (11262)
597868,"4. Liga, Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",Centro Lusitano Zurich (11523)
597810,4. Liga,FC Einsiedeln (11712)
543515,5. Liga,Inter Club Zurigo (11511)
717533,Junioren C 1. Stärkeklasse,FC Glattfelden (11022)
545522,Junioren C 1. Stärkeklasse,FC Langnau a/A (11032)
318792,Senioren 40+,FC Glattfelden (11022)
360891,Senioren 50+/7,FC Wiedikon ZH (11494)
132277,Senioren 50+/7,FC Stäfa 1895 (11047)
349067,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Regensdorf (11040)
268947,Frauen 4. Liga,FC Oerlikon/Polizei ZH (11544)
592166,"4. Liga, 5. Liga",FC Büsingen (11902)
1090766,3. Liga,FC Ellikon Marthalen (11014)
375916,Senioren 40+,FC Schwerzenbach (11077)
226502,2. Liga,FC Oetwil-Geroldswil (11079)
718896,Junioren C 2. Stärkeklasse,FC Uitikon (11059)
550392,Senioren 30+ Meister,FC Bassersdorf (11070)
1211859,Frauen 4. Liga,FC Hausen a/A (11080)
1296753,Juniorinnen C,FC Birmensdorf (11004)
96708,"Senioren 30+, Senioren 40+",FC Greifensee (11056)
980128,"4. Liga, Junioren A",FC Embrach (11266)
183252,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Bassersdorf (11070)
45740,Junioren B 2. Stärkeklasse,FC Gossau (11076)
768703,Junioren B 1. Stärkeklasse,SV Rümlang (11043)
1359254,Juniorinnen C,FC Effretikon (11502)
47596,Junioren B Promotion,FC Wiesendangen (11265)
828709,"Junioren B 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Rüti (11044)
414922,2. Liga,FC Beringen (11101)
1215339,"4. Liga, Senioren 30+",FC Hausen a/A (11080)
724516,"2. Liga, Junioren B Promotion",FC Glattbrugg (11021)
57533,Juniorinnen C,FC Witikon (11496)
1213364,Junioren C 1. Stärkeklasse,FC Adliswil (11001)
1321577,5. Liga,FC Schlieren (11045)
6082,Frauen 3. Liga,FC Pfäffikon (11037)
98742,3. Liga,FC Engstringen (11015)
473557,Junioren B 2. Stärkeklasse,FC Weisslingen (11054)
551318,Frauen 4. Liga,FC Wallisellen (11053)
152322,Juniorinnen C,FC Wädenswil (11051)
471614,"Senioren 40+ (7/7), Senioren 50+/7",FC Zürich-Affoltern (11467)
1004759,U-16 (Frauen),FC Oerlikon/Polizei ZH (11544)
418896,"Junioren C Promotion, Youth League C",FC Wiedikon ZH (11494)
142753,"4. Liga, 5. Liga",FC Kilchberg-Rüschlikon (11027)
659333,Junioren A,NK Dinamo Schaffhausen (11116)
139870,Senioren 40+,FC Rüti (11044)
657620,Juniorinnen C,FC Herrliberg (11057)
507000,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Oerlikon/Polizei ZH (11544)
139428,5. Liga,FC Wald (11052)
1167171,Junioren C 2. Stärkeklasse,FC Srbija ZH (11516)
939718,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
1284450,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Embrach (11266)
1286706,5. Liga,FC Zürich-Affoltern (11467)
901809,Junioren A,FC Oetwil-Geroldswil (11079)
1169184,"Senioren 40+ Promotion, Senioren 50+/7",SV Rümlang (11043)
48231,Junioren B Promotion,FC Fällanden (11017)
567111,3. Liga,Sporting Club Schaffhausen (11114)
48286,Senioren 30+ Promotion,FC Brüttisellen-Dietlikon (11005)
1168904,5. Liga,FC Meilen (11034)
259954,3. Liga,FC Affoltern a/A (11002)
814811,Frauen 2. Liga,FC Niederweningen (11068)
337819,Junioren B 1. Stärkeklasse,FC Oberwinterthur (11257)
140854,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
1282544,4. Liga,FC Galatasaray (11518)
415892,Junioren C 2. Stärkeklasse,FC Zürich-Affoltern (11467)
1077782,5. Liga,FC Wädenswil (11051)
336338,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Rüti (11044)
1280330,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
662541,4. Liga,FC Buchs-Dällikon (11473)
1277378,Senioren 30+,FC Zürich (11499)
1277318,5. Liga,FC Wollerau (11765)
260452,Senioren 30+,FC Wiesendangen (11265)
974732,"Junioren B 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Stein am Rhein (11107)
1076341,4. Liga,NK Croatia ZH (11524)
819290,Junioren B 2. Stärkeklasse,FC Wülflingen (11264)
261201,3. Liga,FC Maur (11065)
408757,5. Liga,CCD Lautaro-Chile (11525)
148610,Senioren 50+/7,FC Wald (11052)
72941,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
1166207,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Oerlikon/Polizei ZH (11544)
1073434,Frauen 4. Liga,FC Hausen a/A (11080)
31360,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",SC Wipkingen ZH (11495)
146151,Frauen 3. Liga,SC Veltheim (11262)
338637,Frauen 4. Liga,FC Wallisellen (11053)
1269375,Youth League B,FC Wiedikon ZH (11494)
1395292,4. Liga,FC Kollbrunn-Rikon (11029)
989057,Junioren B 1. Stärkeklasse,FC Greifensee (11056)
338975,Junioren B 1. Stärkeklasse,FC Pfäffikon (11037)
1070483,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Maur (11065)
149505,Junioren C 1. Stärkeklasse,FC Gossau (11076)
1268362,Junioren C 2. Stärkeklasse,FC Wülflingen (11264)
408132,Senioren 50+/7,FC Schlieren (11045)
14726,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Niederweningen (11068)
1269998,Junioren C 1. Stärkeklasse,FC Phönix Seen (11258)
1069322,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
903946,"Juniorinnen C, U-16 (Frauen)",FC Oberglatt (11036)
33488,Junioren C 1. Stärkeklasse,FC Schwamendingen (11487)
1165685,Frauen 4. Liga,FC Wädenswil (11051)
823729,Junioren B 1. Stärkeklasse,FC Volketswil (11075)
1165516,Juniorinnen B,FC Volketswil (11075)
942931,4. Liga,FC Effretikon (11502)
1264226,"5. Liga, Junioren B 1. Stärkeklasse",BC Albisrieden (11542)
1393503,5. Liga,NK Hajduk ZH (11533)
1064514,Junioren B 1. Stärkeklasse,FC Regensdorf (11040)
73546,4. Liga,FC Glattbrugg (11021)
405272,Junioren C 2. Stärkeklasse,FC Bäretswil (11067)
1262317,"4. Liga, 5. Liga",FC Effretikon (11502)
666409,5. Liga,FC Glattfelden (11022)
828733,Juniorinnen C,FC Rafzerfeld (11100)
1067032,Junioren B 1. Stärkeklasse,FC Volketswil (11075)
304518,"Junioren A Promotion, Junioren B 1. Stärkeklasse",SC Veltheim (11262)
214854,5. Liga,FC Rüti (11044)
670057,4. Liga,FC Greifensee (11056)
668228,Senioren 50+/7,FC Meilen (11034)
827247,Senioren 30+,FC Wiedikon ZH (11494)
269878,Junioren B Promotion,FC Unterstrass (11492)
1389963,U-20 (Frauen),GC Frauenfussball (11705)
1259999,4. Liga,FC Richterswil (11041)
16165,Senioren 50+/7,FC Bassersdorf (11070)
966033,"4. Liga, 5. Liga",FC Zürich-Affoltern (11467)
505406,Junioren C 1. Stärkeklasse,FC Ellikon Marthalen (11014)
670238,Junioren C 1. Stärkeklasse,FC Fällanden (11017)
1390797,"Youth League A, Youth League B",FC Regensdorf (11040)
1261221,Junioren C 2. Stärkeklasse,FC Oetwil-Geroldswil (11079)
214093,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Wülflingen (11264)
830948,"Junioren B Promotion, Junioren C 1. Stärkeklasse",FC Wald (11052)
830984,Senioren 30+ Meister,FC Republika Srpska (11539)
1160993,"4. Liga, Junioren A, Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",Centro Lusitano Zurich (11523)
834142,5. Liga,FC Kilchberg-Rüschlikon (11027)
960811,Junioren C 1. Stärkeklasse,FC Blue Stars ZH (11472)
153478,Junioren B 1. Stärkeklasse,FC Männedorf (11033)
1389196,4. Liga,FC Brasil Suisse (11537)
1162919,3. Liga,FC Oberrieden (11078)
945031,Junioren C 2. Stärkeklasse,FC Oberglatt (11036)
672279,Junioren B 1. Stärkeklasse,FC Schlieren (11045)
834577,"Senioren 40+ Promotion, Senioren 50+/7",FC Affoltern a/A (11002)
1062240,5. Liga,FC Elgg (11013)
998303,3. Liga,FC Schlieren (11045)
1157229,Junioren C Promotion,FC Oetwil-Geroldswil (11079)
1158749,4. Liga,Club Reggina Svizzera (11272)
334001,Senioren 40+ (7/7),FC Oetwil-Geroldswil (11079)
835005,Junioren C Promotion,FC Stäfa 1895 (11047)
157487,Junioren C 1. Stärkeklasse,FC Adliswil (11001)
1387045,3. Liga,FC Volketswil (11075)
401660,Junioren B 1. Stärkeklasse,SV Seebach ZH (11488)
1257266,Junioren C Promotion,FC Niederweningen (11068)
680141,Senioren 30+,FC Altstetten (11469)
1257203,Juniorinnen C,FC Wetzikon (11055)
496333,Junioren C 1. Stärkeklasse,FC Wollishofen (11497)
683395,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
400890,"4. Liga, Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",FC Wetzikon (11055)
837669,Junioren C 1. Stärkeklasse,FC Regensdorf (11040)
494065,Junioren B 1. Stärkeklasse,SC Siebnen (11746)
156449,3. Liga,FC Rüti (11044)
983385,4. Liga,FC Buchs-Dällikon (11473)
960908,2. Liga,FC Herrliberg (11057)
1386345,Junioren C 2. Stärkeklasse,FC Embrach (11266)
320444,"2. Liga, 3. Liga",FC Horgen (11024)
836598,"3. Liga, 4. Liga",SC Zollikon (11066)
274147,Junioren B 1. Stärkeklasse,FC Schwamendingen (11487)
218749,Nationalliga B (Frauen),FC Oerlikon/Polizei ZH (11544)
273782,Junioren B 1. Stärkeklasse,FC Elgg (11013)
158001,"4. Liga, 5. Liga, Junioren B 2. Stärkeklasse",FC Neunkirch (11109)
55180,Junioren C 1. Stärkeklasse,FC Gossau (11076)
318885,Junioren B 1. Stärkeklasse,FC Knonau-Mettmenstetten (11083)
685195,Junioren C 2. Stärkeklasse,FC Weisslingen (11054)
399321,3. Liga,FC Niederweningen (11068)
1255819,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",FC Neftenbach (11062)
82781,Frauen 4. Liga,FC Glattfelden (11022)
496196,Junioren C 2. Stärkeklasse,FC Oberglatt (11036)
217013,Junioren C 2. Stärkeklasse,FC Buchs-Dällikon (11473)
1000553,Senioren 50+/7,FC Republika Srpska (11539)
217754,Senioren 40+,FC Republika Srpska (11539)
363691,Junioren C 1. Stärkeklasse,FC Glattfelden (11022)
685711,Junioren B 1. Stärkeklasse,FC Oberrieden (11078)
79481,3. Liga,FC Pfäffikon (11037)
1002803,2. Liga,FC Wädenswil (11051)
838658,Junioren C 1. Stärkeklasse,FC Hinwil (11023)
1154769,Junioren C 2. Stärkeklasse,Cholfirst United (11122)
493531,"Junioren B 2. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Gossau (11076)
1250415,5. Liga,FC Pfäffikon (11037)
843274,"Junioren B 1. Stärkeklasse, Junioren C Promotion",SC Zollikon (11066)
333503,Junioren C 1. Stärkeklasse,FC Wollishofen (11497)
162616,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC United Zürich (11517)
321912,Senioren 40+ Promotion,FC Tössfeld (11261)
966852,Juniorinnen C,FC Stäfa 1895 (11047)
393588,4. Liga,FC Bauma (11003)
1155613,5. Liga,FC Wädenswil (11051)
159346,Junioren C 2. Stärkeklasse,FC Bäretswil (11067)
491337,Youth League C,FC Wiedikon ZH (11494)
980386,Senioren 50+/7,FC Herrliberg (11057)
217471,3. Liga,FC Bassersdorf (11070)
491552,Senioren 50+/7,FC Richterswil (11041)
274809,Senioren 40+,FC Bosna Zürich (11541)
28008,Senioren 30+ Promotion,FC Affoltern a/A (11002)
1247657,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Volketswil (11075)
1247492,Junioren C Promotion,FC Kloten (11028)
391245,Frauen 4. Liga,FC Wallisellen (11053)
906178,4. Liga,FC Egg (11012)
1053268,Juniorinnen C,FC Rüti (11044)
59644,"2. Liga, 4. Liga",FC Urdorf (11069)
59371,Junioren C 2. Stärkeklasse,FC Wollerau (11765)
164439,Frauen 3. Liga,FC Wiedikon ZH (11494)
314745,"2. Liga, 3. Liga, Senioren 30+",FC Wädenswil (11051)
854126,3. Liga,FC Industrie Turicum (11552)
166350,Juniorinnen C,FC Embrach (11266)
82595,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Horgen (11024)
166198,5. Liga,SC Hedingen (11119)
219899,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Herrliberg (11057)
1245012,Junioren C 2. Stärkeklasse,FC Tössfeld (11261)
1052565,3. Liga,FC Kloten (11028)
1378142,Junioren C 2. Stärkeklasse,FC Rüti (11044)
360331,4. Liga,FC Effretikon (11502)
1150399,"Frauen 3. Liga, Frauen 4. Liga",FC Wiedikon ZH (11494)
1379781,Junioren C 2. Stärkeklasse,FC Kloten (11028)
388445,5. Liga,FC Räterschen (11039)
1052355,Junioren B 1. Stärkeklasse,FC Oberwinterthur (11257)
334654,Junioren C 1. Stärkeklasse,FC Fällanden (11017)
1380355,Junioren C 2. Stärkeklasse,FC Hausen a/A (11080)
1152069,4. Liga,FC Neftenbach (11062)
951122,"2. Liga, Youth League A",FC Wiedikon ZH (11494)
1152065,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Oerlikon/Polizei ZH (11544)
976072,Junioren A Promotion,FC Glattfelden (11022)
949056,5. Liga,SC Hegi Winterthur (11267)
1240745,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Glattal Dübendorf (11086)
1241885,"Frauen 1. Liga, Frauen 4. Liga",FC Effretikon (11502)
1239008,Junioren B 1. Stärkeklasse,FC Küsnacht (11030)
488207,Frauen 4. Liga,FC Horgen (11024)
859114,Junioren C 1. Stärkeklasse,FC Oberwinterthur (11257)
860620,Junioren C 2. Stärkeklasse,FC Effretikon (11502)
995477,Senioren 40+ (7/7),FC Richterswil (11041)
1048421,Junioren B 1. Stärkeklasse,FC Rüti (11044)
1149608,Frauen 4. Liga,FC Buchs-Dällikon (11473)
1048188,3. Liga,FC Industrie Turicum (11552)
87926,"Senioren 30+ Promotion, Senioren 50+/7",FC Niederweningen (11068)
1238197,Frauen 4. Liga,FC Effretikon (11502)
863146,Senioren 30+,NK Hajduk ZH (11533)
969246,Junioren A Promotion,FC Glattfelden (11022)
169680,Senioren 40+,SC Hegi Winterthur (11267)
169370,U-16 (Frauen),GC Frauenfussball (11705)
1046522,"3. Liga, 5. Liga",FC Maur (11065)
1376189,Junioren C 1. Stärkeklasse,FC Niederweningen (11068)
698803,"3. Liga, 4. Liga, Junioren B 1. Stärkeklasse",FC Rüti (11044)
332517,Junioren B 1. Stärkeklasse,FC Fehraltorf (11018)
909275,Juniorinnen C,FC Wädenswil (11051)
864231,4. Liga,FC Richterswil (11041)
1045216,Junioren A Promotion,FC Phönix Seen (11258)
702116,5. Liga,SC Hegi Winterthur (11267)
702336,Senioren 40+,FC Greifensee (11056)
293690,5. Liga,FC Einsiedeln (11712)
1149283,Senioren 50+/7,FC Wald (11052)
864605,Senioren 30+,FC Meilen (11034)
383126,Junioren C 2. Stärkeklasse,FC Rafzerfeld (11100)
700262,Junioren C 2. Stärkeklasse,FC Richterswil (11041)
1231370,Senioren 30+ Promotion,Grasshopper Club Zürich (11476)
869554,Junioren C 2. Stärkeklasse,FC Tössfeld (11261)
701130,Junioren C 1. Stärkeklasse,FC Wollishofen (11497)
331078,Junioren C 2. Stärkeklasse,US Virtus Badolato (11559)
329379,4. Liga,FC Birmensdorf (11004)
86351,Frauen 3. Liga,FC Thayngen (11108)
85953,"5. Liga, Senioren 40+ (7/7)",FC Meilen (11034)
867199,Senioren 30+ Promotion,FC Rüti (11044)
384789,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",FC Witikon (11496)
171530,Senioren 50+/7,FC Unterstrass (11492)
871296,4. Liga,SV Seebach ZH (11488)
1230544,3. Liga,FC Pfäffikon (11037)
1232130,3. Liga,FC Wetzikon (11055)
485515,4. Liga,FC Volketswil (11075)
1371905,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Buchs-Dällikon (11473)
380297,5. Liga,FC Engstringen (11015)
174213,Senioren 30+,FC Hinwil (11023)
285774,"Junioren B 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Stein am Rhein (11107)
87395,Junioren B 1. Stärkeklasse,FC Volketswil (11075)
570138,Juniorinnen B,FC Regensdorf (11040)
1228602,Senioren 40+,SC Veltheim (11262)
362071,Senioren 30+,FC Neunkirch (11109)
1040758,4. Liga,FC Richterswil (11041)
362094,U-15,FC Bauma (11003)
706555,Senioren 50+/7,FC Wädenswil (11051)
707931,"Junioren C Promotion, Youth League C",FC Wiedikon ZH (11494)
708055,"2. Liga, 3. Liga, Junioren B 1. Stärkeklasse",FC Bassersdorf (11070)
568923,"3. Liga, 4. Liga, 5. Liga",FC Witikon (11496)
177045,Senioren 30+ Promotion,FC Männedorf (11033)
710417,Senioren 30+,Racing Club ZH (11485)
1145243,"4. Liga, 5. Liga",FC Fällanden (11017)
571697,Junioren C Promotion,FC Wiedikon ZH (11494)
561043,5. Liga,FC Schlieren (11045)
1369091,Junioren C 1. Stärkeklasse,SC Veltheim (11262)
178261,4. Liga,FC Hard Zürich (11506)
572092,2. Liga,FC Unterstrass (11492)
312566,Senioren 40+,FC Bosna Zürich (11541)
572607,Junioren C 1. Stärkeklasse,FR Black (11538)
1226819,"4. Liga, Junioren B 1. Stärkeklasse",FC Küsnacht (11030)
1369741,4. Liga,Centro Lusitano Zurich (11523)
1041245,Junioren C 2. Stärkeklasse,FC Effretikon (11502)
381154,Senioren 50+/7,FC Greifensee (11056)
223222,"4. Liga, 5. Liga",FC Oetwil-Geroldswil (11079)
1370396,"5. Liga, Junioren A",FC Witikon (11496)
295182,"Frauen 2. Liga, Frauen 3. Liga",FC Phönix Seen (11258)
711646,Juniorinnen B,FC Blue Stars ZH Frauen 1968 (11562)
93627,"4. Liga, 5. Liga",FC Feusisberg-Schindellegi (11749)
93284,5. Liga,FC Kilchberg-Rüschlikon (11027)
1221184,"Frauen 3. Liga, Frauen 4. Liga",FC Regensdorf (11040)
1223706,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Rafzerfeld (11100)
575426,Junioren C 2. Stärkeklasse,FC Effretikon (11502)
1224222,2. Liga,FC Gossau (11076)
1369243,Junioren C 2. Stärkeklasse,SC Hegi Winterthur (11267)
379253,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",SC Wipkingen ZH (11495)
379418,Junioren C 1. Stärkeklasse,FC Blue Stars ZH (11472)
577517,"4. Liga, Junioren B 1. Stärkeklasse",FC Fehraltorf (11018)
357766,Junioren C 2. Stärkeklasse,FC Wetzikon (11055)
875323,Juniorinnen B,FC Männedorf (11033)
714988,Junioren B 1. Stärkeklasse,SV Seebach ZH (11488)
180521,3. Liga,FC Kloten (11028)
180181,Senioren 30+ Promotion,FC Regensdorf (11040)
480892,Junioren B 1. Stärkeklasse,FC Glattal Dübendorf (11086)
955549,Juniorinnen C,FC Witikon (11496)
476535,Juniorinnen B,FC Wald (11052)
577127,4. Liga,FC Embrach (11266)
480190,"Frauen 2. Liga, Nationalliga B (Frauen)",FC Schlieren (11045)
1215531,4. Liga,FC Bosna Zürich (11541)
908944,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Wädenswil (11051)
91889,"4. Liga, 5. Liga",FC Effretikon (11502)
14475,Junioren B 1. Stärkeklasse,FC Industrie Turicum (11552)
93766,Juniorinnen C,FC Witikon (11496)
14253,Junioren C 2. Stärkeklasse,FC Oetwil-Geroldswil (11079)
873276,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Oerlikon/Polizei ZH (11544)
180871,Junioren C 1. Stärkeklasse,FC Greifensee (11056)
358505,Junioren C Promotion,FC Industrie Turicum (11552)
1213321,Junioren C 1. Stärkeklasse,FC Diessenhofen (11809)
722529,Junioren A Promotion,FC Stäfa 1895 (11047)
47560,2. Liga,FC Herrliberg (11057)
873378,"3. Liga, Junioren B Promotion",FC Horgen (11024)
3171,Junioren C 1. Stärkeklasse,SC Wipkingen ZH (11495)
580332,Juniorinnen C,FC Urdorf (11069)
1216448,Frauen 30+ (7v7),FC Bauma (11003)
1039460,Senioren 30+,FC Stammheim (11269)
183900,Senioren 40+,FC Schwamendingen (11487)
1140979,"5. Liga, Senioren 30+",FC Hausen a/A (11080)
582442,3. Liga,FC Schlieren (11045)
1212011,Junioren B 1. Stärkeklasse,FC Ellikon Marthalen (11014)
183470,Senioren 50+/7,FC Niederweningen (11068)
549266,Senioren 50+/7,FC Zürich (11499)
472388,2. Liga,FC Herrliberg (11057)
226105,4. Liga,FC Töss (11260)
184106,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Blue Stars ZH (11472)
376487,"5. Liga, Junioren B 2. Stärkeklasse",Cholfirst United (11122)
12322,Senioren 30+ Meister,FC Tössfeld (11261)
378939,5. Liga,FC Dielsdorf (11008)
546086,Senioren 30+ Meister,BC Albisrieden (11542)
1036022,"3. Liga, 4. Liga",FC Affoltern a/A (11002)
547184,"Junioren C 1. Stärkeklasse, Youth League C",FC Urdorf (11069)
1210084,Junioren C 2. Stärkeklasse,FC Wollerau (11765)
544761,"Junioren B 2. Stärkeklasse, Junioren C 1. Stärkeklasse",FC Lohn (11112)
726083,Junioren C 2. Stärkeklasse,FC Beringen (11101)
